坦 然 面 对 质 疑 ， 尊 重 客 观 规 律
对 抗 安 全 可 解 释 假 说 — — 数 据 角 度
交 互 式 高 效 动 画 智 能 制 作 关 键 技 术
用 于 人 物 动 作 的 弹 性 驱 动 的 变 形 器
控 制 系 统 领 域 集 成 化 重 点 专 利 技 术
习 惯 于 短 平 快 研 究 ， 缺 乏 前 瞻 部 署
按 需 服 务 是 网 络 化 软 件 致 胜 的 关 键
物 体 智 能 化 ， 给 物 体 赋 予 “ 生 命 ”
互 联 网 金 融 ： 经 济 周 期 有 何 影 响 ？
大 规 模 W e b 社 会 网 络 关 系 的 发 现
在 M a z e 上 正 在 开 展 的 研 究 内 容
网 络 计 算 与 软 件 技 术 ： 思 考 与 实 践
现 代 服 务 业 ： 现 状 趋 势 与 战 略 思 考
服 务 计 算 ： 打 造 现 代 服 务 业 的 利 器
基 于 机 器 学 习 的 媒 体 信 息 高 效 计 算
现 代 虚 拟 机 监 视 器 ： 技 术 与 挑 战 题
云 化 路 由 处 理 和 智 能 系 统 资 源 调 度
M o b i l i t y F i r s t 架 构
计 算 机 科 学 教 育 中 的 机 器 学 习 教 育
国 内 外 元 宇 宙 发 展 仍 处 于 萌 芽 阶 段
硅 M O S ( S i / S i O 2 ) 结 构
高 质 量 品 牌 活 动 吸 引 更 多 会 员 参 与
基 于 投 影 算 符 的 谓 词 转 换 器 语 语 义
量 子 谓 词 ： 从 厄 米 算 符 到 投 影 算 符
基 于 量 子 逻 辑 的 有 穷 自 动 机 与 量 子
计 算 机 科 学 在 系 统 生 物 学 中 的 应 用
M I X E D 沉 浸 式 城 市 数 据 可 视 化
十 一 、 人 工 智 能 与 其 它 领 域 的 交 叉
基 于 R S F Q 电 路 的 超 导 计 算 技 术
社 会 网 络 中 的 用 户 隐 私 面 临 的 威 胁
软 件 工 程 课 程 教 学 面 临 的 主 要 问 题
软 件 工 程 课 程 实 践 教 学 的 当 前 状 况
中 国 信 息 产 业 所 需 要 的 结 构 性 改 革
资 金 和 市 场 对 基 础 技 术 发 展 的 影 响
国 家 是 否 应 该 推 动 基 础 技 术 的 发 展
实 施 “ 东 数 西 算 ” 工 程 面 临 的 问 题
W e b 2 . 0 ： 自 由 共 享 与 贡 献
面 向 特 殊 应 用 的 高 端 头 盔 显 示 技 术
账 户 区 块 链 与 交 易 区 块 链 双 链 机 制
美 国 筹 划 “ 算 法 战 争 ” 的 主 要 举 措
参 与 一 个 开 源 项 目 ， 学 会 与 人 交 流
基 于 群 体 行 为 特 征 的 感 知 数 据 萃 取
短 期 课 程 （ t u t o r i a l s ）
2 0 1 8 年 顶 级 超 级 计 算 系 统 发 展
2 0 1 8 年 戈 登 · 贝 尔 奖 入 围 工 作
当 前 数 据 管 理 系 统 及 其 面 临 的 问 题
超 大 规 模 媒 体 存 储 和 计 算 平 台 结 构
计 算 机 交 叉 学 科 人 才 培 养 体 系 建 设
放 下 架 子 培 养 学 生 的 社 会 适 应 能 力
反 应 性 （ r e a c t i v i t y ）
误 区 三 ： 数 据 权 和 人 格 权 是 一 回 事
I E E E 推 动 服 务 计 算 学 科 的 发 展
党 中 央 关 心 清 华 自 动 控 制 系 的 成 长
企 业 视 角 的 人 工 智 能 领 域 人 才 培 养
先 理 解 机 器 智 能 ， 再 理 解 生 物 智 能
中 国 高 性 能 计 算 公 共 服 务 平 的 展 望
基 于 R D M A 的 分 布 式 优 化 和 调 度
提 高 构 建 虚 拟 场 景 信 息 模 型 的 效 率
自 由 式 虚 拟 现 实 的 含 义 和 系 统 构 成
多 队 列 调 度 — — 细 化 访 问 数 据 粒 度
F O S — — 从 时 间 复 用 到 空 间 复 用
绑 定 ／ 非 绑 定 感 知 欠 缺 方 法 论 指 导
C h i s e l 敏 捷 硬 件 开 发 的 挑 战
如 何 建 立 自 主 可 控 的 信 息 产 业 体 系
结 合 具 体 应 用 建 立 技 术 产 业 根 据 地
高 通 量 数 据 处 理 器 和 高 通 量 计 算 机
T R U S T ： 诚 实 的 双 边 频 谱 拍 卖
提 取 全 局 特 征 和 上 下 文 信 息 的 能 力
线 上 线 下 联 动 ， 活 动 影 响 力 最 大 化
究 竟 该 不 该 对 专 业 分 层 次 ， 分 类 型
最 先 取 得 突 破 的 技 术 环 节 调 研 对 比
与 行 业 数 据 结 合 ， 实 现 跨 领 域 应 用
计 算 机 行 业 发 展 中 的 一 次 重 要 转 向
B D 是 否 代 表 未 来 我 们 赶 超 的 方 向
服 务 化 将 改 变 软 件 应 用 与 商 业 模 式
大 服 务 在 典 型 现 代 服 务 业 中 的 应 用
未 来 展 望 ： 多 智 能 体 “ 图 灵 测 试 ”
与 R N N 结 合 的 文 本 增 强 生 存 模 型
Y e j i n & C h o i 教 授 的 报 告
物 理 实 现 的 方 法 和 硬 件 实 现 的 方 法
软 件 实 现 的 方 法 和 硬 件 实 现 的 方 法
同 源 连 续 — 仿 生 模 式 识 别 的 出 发 点
仿 生 模 式 识 别 在 实 物 识 别 中 的 应 用
仿 生 模 式 识 别 在 人 脸 识 别 中 的 应 用
仿 生 模 式 识 别 在 语 音 识 别 中 的 应 用
控 制 流 执 行 模 型 与 数 据 流 执 行 模 型
D C A S E 数 据 挑 战 赛 的 项 目 设 置
区 域 性 的 网 络 大 科 学 装 置 ： 湾 区 网
包 级 别 缓 存 能 力 开 放 的 网 络 数 据 面
技 术 特 色 四 ： 开 放 的 网 络 数 据 仓 库
基 于 虚 拟 化 架 构 的 指 令 级 漏 洞 检 测
量 子 计 算 机 v . s . 经 典 计 算 机
数 据 技 术 助 力 中 小 银 行 数 字 化 转 型
加 强 专 委 建 设 ， 提 升 专 委 的 影 响 力
U P C ： 一 种 新 的 多 线 程 编 程 语 言
H P C S 中 的 并 行 程 序 设 计 语 言
流 面 渲 染 ( R e n d e r i n g )
深 度 聆 听 的 局 限 、 反 思 和 未 来 可 能
多 种 协 同 方 式 集 成 中 的 一 致 性 维 护
打 造 可 信 的 网 络 身 份 管 理 生 态 系 统
科 研 、 教 育 、 产 业 政 策 的 具 体 议 题
数 据 全 链 路 的 智 能 追 踪 与 风 险 监 测
电 路 功 能 相 关 V S . 电 路 功 能 无 关
“ 这 是 一 个 美 丽 而 且 可 行 的 目 标 ”
高 速 缓 存 分 配 状 态 的 动 态 变 化 研 究
基 于 新 型 交 互 模 式 的 开 放 操 作 系 统
基 于 巨 磁 电 阻 效 应 的 D N A 传 感 器
多 目 标 优 化 问 题 及 多 目 标 演 化 优 化
实 时 多 目 标 联 邦 神 经 网 络 架 构 搜 索
基 于 文 献 的 知 识 挖 掘 的 药 物 重 定 位
美 国 政 府 计 算 机 科 学 技 术 研 究 布 局
大 数 据 处 理 架 构 的 多 样 化 模 式 并 存
构 建 大 数 据 支 撑 的 社 会 化 学 习 社 区
解 读 W T O 知 识 产 权 争 端 解 决 机 制
带 外 脆 弱 性 的 理 论 模 型 与 分 类 体 系
共 性 交 互 数 据 往 往 具 有 统 计 学 特 点
C C F & N C T C S 2 0 1 0 概 况
会 员 的 权 利 、 义 务 及 可 获 得 的 服 务
数 据 采 集 ： A P P 会 泄 露 隐 私 吗 ？
1 1 月 ： 移 动 W e b 和 A p p 开 发
5 月 ： 绿 色 I T ： 共 建 可 持 续 地 球
开 放 式 智 慧 医 疗 决 策 支 持 系 统 架 构
大 数 据 驱 动 的 全 景 式 智 能 辅 助 决 策
基 于 闪 存 的 D B M S 的 事 务 和 恢 复
P r e C N ： 候 选 网 络 预 处 理 技 术
C L A S C N ： 候 选 网 络 选 择 技 术
研 究 基 于 本 体 的 关 系 数 据 库 关 键 词
前 后 向 兼 容 的 未 来 互 联 网 体 系 结 构
I E E E & V A S T 精 彩 论 文 概 述
基 于 菲 涅 尔 区 模 型 的 无 线 感 知 理 论
《 通 用 数 据 保 护 条 例 》 的 产 生 背 景
为 世 界 各 国 数 据 保 护 立 法 提 供 借 鉴
实 现 欧 盟 与 世 界 数 字 经 济 的 再 平 衡
图 神 经 网 络 推 荐 系 统 的 优 点 与 挑 战
基 于 图 神 经 网 络 与 知 识 图 谱 的 推 荐
新 型 冠 状 病 毒 传 播 示 踪 与 预 警 系 统
通 过 日 常 安 全 运 维 可 降 低 安 全 风 险
标 题 卡 （ t i t l e c a r d ）
面 向 未 来 普 适 计 算 的 软 件 平 台 技 术
N U R B S 曲 线 曲 面 的 迭 代 逼 近 性 质
基 于 多 维 立 方 体 网 络 的 内 存 存 储 系 统
工 艺 ： 通 用 处 理 器 享 受 摩 尔 定 律 红 利
从 技 能 到 思 维 ， 面 向 时 代 的 深 刻 变 革
从 哲 学 到 教 学 ， 教 学 体 系 的 科 学 构 建
从 声 明 到 宣 言 ， 持 续 深 化 的 改 革 进 程
从 东 部 到 西 部 ， 教 学 改 革 的 全 面 推 进
基 于 图 像 检 索 的 2 D - 2 D 定 位 技 术
发 展 前 景 — — 对 性 能 分 析 工 具 的 展 望
基 于 计 算 机 视 觉 的 本 体 监 测 核 心 技 术
我 国 P C B 自 动 化 技 术 发 展 路 线 规 划
基 于 负 载 特 征 的 高 性 能 计 算 机 的 分 类
应 用 驱 动 网 络 开 启 差 异 化 服 务 新 范 式
神 经 表 示 的 人 体 三 维 重 建 与 绘 制 研 究
数 据 空 间 、 数 据 网 格 和 资 源 空 间 模 型
培 养 高 水 平 芯 片 设 计 人 才 的 教 育 需 求
开 放 指 令 集 、 开 源 I P 与 S o C 设 计
E S I 指 标 在 计 算 机 科 学 领 域 的 情 况
高 性 能 多 核 微 处 理 器 主 流 产 品 与 公 司
高 性 能 多 核 微 处 理 器 的 研 发 分 三 步 走
大 数 据 抗 疫 情 ： 外 防 输 入 、 内 防 扩 散
第 三 方 应 用 隐 私 泄 露 和 用 户 数 据 保 护
不 相 交 多 路 径 和 缠 绕 多 路 径 [ 1 0 ]
基 于 分 簇 网 络 的 M A C 协 议 [ 1 3 ]
常 见 图 论 算 法 的 非 数 学 超 级 并 行 计 算
问 题 5 ： 寻 找 欧 拉 路 径 和 哈 密 顿 路 径
学 习 定 义 明 确 的 输 入 输 出 匹 配 的 函 数
具 有 容 错 能 力 ， 不 需 要 最 佳 解 决 方 案
结 构 信 息 可 以 全 局 ， 也 可 以 局 部 度 量
并 行 计 算 的 第 二 个 春 天 : 机 遇 与 挑 战
量 子 催 化 与 多 拷 贝 转 换 的 渐 进 等 价 性
5 W 模 型 与 计 算 时 代 的 虚 假 信 息 研 究
能 力 服 务 器 原 型 系 统 Ⅱ — 应 用 虚 拟 化
言 语 篇 章 理 解 方 法 在 互 联 网 中 的 困 难
互 联 网 言 语 篇 章 深 度 理 解 的 研 究 要 点
互 联 网 言 语 篇 章 深 度 理 解 的 研 究 框 架
针 对 不 同 应 用 需 求 进 行 跨 层 协 同 设 计
基 于 虚 拟 机 的 零 宕 机 服 务 T a i j i
虚 拟 机 快 速 启 动 服 务 T w i n k l e
文 化 遗 产 数 字 化 保 护 和 工 程 应 用 体 系
A I S a f e t y 测 试 的 重 要 性
基 于 F u z z i n g 的 评 估 方 法
2 0 1 5 C C F 科 技 进 步 奖 一 等 奖
2 0 1 5 C C F 技 术 发 明 奖 二 等 奖
融 合 几 何 和 强 度 的 文 物 纹 理 精 确 映 射
基 于 序 贯 决 策 和 博 弈 方 法 的 协 同 下 载
以 “ 真 心 ” 的 目 标 做 好 C l u b 。
搜 索 引 擎 ： 综 合 性 的 计 算 机 技 术 工 程
产 业 界 视 点 ： 从 感 知 智 能 到 认 知 智 能
定 向 天 线 （ d i r e c t i o n a l
按 需 服 务 的 M F I 语 义 互 操 作 性 管 理
层 次 4 ， 虚 拟 化 服 务 镜 像 的 呈 现 方 法
人 工 智 能 在 网 络 安 全 领 域 应 用 的 挑 战
溯 源 图 依 赖 爆 炸 ， 还 原 攻 击 路 径 困 难
智 能 决 策 困 境 ， 知 其 然 不 知 其 所 以 然
W a n n a C r y 在 国 内 的 感 染 趋 势
加 强 军 民 融 合 ， 建 设 基 因 武 反 制 能 力
预 测 与 回 溯 ： 关 于 反 病 毒 的 时 空 特 性
公 有 与 私 有 ： 关 于 反 病 毒 的 资 产 特 性
《 基 于 场 景 编 程 的 一 些 可 行 性 依 据 》
如 何 用 技 术 更 好 地 慰 籍 孩 子 的 心 灵 ？
依 托 大 众 借 助 群 智 开 展 软 件 工 程 教 育
基 于 持 久 性 （ 混 合 ） 内 存 的 存 储 系 统
机 器 学 习 / 深 度 学 习 驱 动 的 漏 洞 发 现
面 向 布 谷 鸟 哈 希 的 插 入 延 迟 优 化 技 术
“ 羲 和 系 统 ” 室 内 外 高 精 度 位 置 服 务
共 频 带 增 强 三 维 定 位 T C - O F D M
“ 准 聘 / 长 聘 ” 制 度 现 状 、 实 施 困 境
I E E E 8 0 2 . 1 1 i 安 全 标 准
问 题 的 提 出 ： 从 资 源 共 享 到 服 务 共 享
操 作 系 统 与 硬 件 主 板 之 间 的 无 缝 连 接
网 页 级 别 （ P a g e R a n k ） 算 法
属 性 网 络 表 征 学 习 与 多 种 类 信 息 融 合
《 基 于 超 声 波 的 3 D 形 体 触 感 交 互 》
计 算 机 基 础 研 究 与 产 业 是 什 么 关 系 ？
X - C o n f i g 测 试 激 励 压 缩 方 法
基 于 组 织 的 软 件 工 程 及 其 适 应 性 机 理
S D N + S R 下 的 网 络 资 源 动 态 规 划
自 然 场 景 下 的 文 字 检 测 获 突 破 性 进 展
阶 段 一 ： 采 用 新 算 法 ， 检 测 准 确 高 效
为 什 么 要 用 和 如 何 应 用 第 一 性 原 理 ？
可 视 化 、 非 编 程 模 式 的 虚 拟 实 验 设 计
幕 后 英 雄 之 一 的 区 块 链 掀 起 金 融 变 革
密 码 算 法 和 协 议 的 工 程 实 现 千 疮 百 孔
互 联 网 服 务 提 供 商 驱 动 通 知 路 径 选 择
H P C C l o u d 的 研 究 现 状 及 挑 战
H P C 应 用 的 数 量 和 类 型 在 不 断 增 加
语 义 网 技 术 规 范 有 待 应 用 实 践 的 检 验
做 有 关 需 求 、 问 题 和 策 略 的 完 全 评 估
社 会 选 择 追 求 的 目 标 ： 民 主 或 真 相 ？
O P C & 基 金 会 的 整 体 工 业 互 联 架 构
为 会 员 提 供 服 务 是 学 会 工 作 的 出 发 点
主 流 高 性 能 微 处 理 器 及 主 流 公 司 现 状
多 核 / 众 核 环 境 下 程 序 运 行 时 效 率 低
协 同 制 造 的 发 展 历 程 和 面 临 的 新 挑 战
一 体 化 、 动 态 构 造 的 网 格 监 控 和 管 理
稠 密 计 算 友 好 的 剪 枝 方 法 ： 分 片 剪 枝
基 于 P A D 的 参 数 化 的 人 脸 表 情 生 成
P A D - 局 部 表 情 状 态 参 数 映 射 模 型
基 于 空 盒 自 适 应 生 成 的 光 线 跟 踪 计 算
万 变 中 的 不 变 ： 操 作 系 统 的 基 本 概 念
模 型 驱 动 到 数 据 驱 动 的 知 识 发 现 模 式
目 前 电 子 政 务 中 信 息 安 全 面 临 的 问 题
从 对 话 到 创 造 ， 心 智 的 种 子 开 始 萌 发
我 国 计 算 机 本 科 专 业 设 置 面 临 的 挑 战
在 约 束 条 件 下 ， 挖 掘 频 繁 图 结 构 数 据
图 神 经 网 络 与 多 种 类 型 的 金 融 图 数 据
仿 真 资 源 虚 拟 化 及 其 自 动 化 部 署 技 术
披 荆 斩 棘 二 十 年 ： 早 期 流 媒 体 的 演 进
“ 后 现 代 ” 流 媒 体 ： 当 机 器 成 为 中 心
区 块 链 技 术 的 应 用 与 计 算 法 律 学 问 题
环 境 信 息 变 化 驱 动 的 自 适 应 演 化 机 制
每 天 搜 集 1 0 0 0 万 网 页 是 什 么 概 念
D N N - H M M 声 学 模 型 的 改 进 研 究
A p o l l o 仿 真 器 ： 自 动 驾 驶 模 块
支 持 交 互 式 可 视 分 析 的 视 频 地 图 摘 要
中 间 件 间 集 成 和 模 型 驱 动 的 软 件 复 用
新 一 版 网 格 软 件 研 制 成 功 并 完 成 部 署
尽 力 追 求 简 单 ， 但 还 没 有 变 得 更 简 单
非 易 失 性 内 存 文 件 系 统 S o u p F S
以 C S P 为 抓 手 ， 提 升 实 践 创 新 能 力
图 形 用 户 界 面 到 声 音 界 面 的 编 码 转 换
当 前 在 线 教 学 压 力 测 试 暴 露 出 的 问 题
在 线 教 育 对 比 传 统 教 学 的 优 势 和 劣 势
未 来 教 育 改 革 和 发 展 应 该 考 量 的 问 题
隐 私 泄 露 检 测 和 防 护 技 术 的 发 展 历 程
大 数 据 在 应 急 管 理 体 系 中 的 运 用 难 题
基 于 多 层 感 知 网 的 资 源 智 能 调 整 机 制
容 器 监 控 预 警 平 台 C M o n i t o r
普 适 环 境 下 用 户 喜 好 获 取 与 更 新 机 制
上 下 文 感 知 多 媒 体 软 件 平 台 及 其 实 现
新 型 硬 件 平 台 及 计 算 机 系 统 能 力 培 养
第 二 次 高 潮 （ 1 9 7 8 1 9 8 6 年 ）
第 三 次 高 潮 （ 1 9 9 4 2 0 0 3 年 ）
第 四 次 高 潮 （ 2 0 0 3 2 0 1 6 年 ）
相 变 存 储 器 主 存 延 时 和 能 耗 优 化 技 术
工 业 控 制 系 统 的 安 全 问 题 及 应 对 措 施
面 向 高 性 能 计 算 的 宏 观 融 合 体 系 结 构
三 元 融 合 应 用 软 件 成 就 新 型 业 务 模 式
基 于 E n c l a v e 安 全 运 算 的 设 计
开 启 重 心 下 移 的 “ 重 工 业 ” 科 研 模 式
算 法 发 展 对 算 力 及 其 环 境 的 需 求 分 析
支 撑 算 力 及 其 环 境 需 求 的 软 件 栈 发 展
粗 粒 度 并 行 编 程 模 型 G r i d P P I
汽 车 安 全 性 分 析 中 的 高 性 能 计 算 技 术
第 一 步 探 索 — — 隐 私 保 护 的 数 据 变 换
强 调 责 任 ， 发 挥 专 委 会 成 员 的 积 极 性
计 算 机 科 学 项 目 申 请 与 资 助 高 校 分 布
计 算 机 科 学 项 目 申 请 与 资 助 代 码 分 布
面 上 、 青 年 、 地 区 科 学 基 金 项 目 情 况
最 佳 论 文 ： 1 5 年 积 累 、 4 0 倍 跨 越
面 向 C P S 的 一 体 化 建 模 与 仿 真 平 台
基 于 单 一 模 型 的 C P S 行 为 融 合 建 模
面 向 信 息 — 物 理 融 合 的 仿 真 验 证 技 术
基 于 混 合 突 触 设 计 的 大 系 统 网 络 实 现
无 监 督 学 习 — — 机 器 需 要 的 学 习 方 式
个 人 信 息 / 隐 私 保 护 的 法 律 法 规 现 状
美 欧 受 冲 击 明 显 ， 新 兴 市 场 表 现 抢 眼
操 作 系 统 研 究 迎 来 周 年 ， 年 的 发 展 经
针 对 疾 病 演 变 的 阶 段 性 分 析 及 可 视 化
鹏 城 实 验 室 近 期 工 作 重 点 及 研 究 方 向
误 区 六 用 低 价 杀 入 市 场 ， 看 看 再 说
机 器 人 运 动 学 习 现 存 问 题 和 发 展 趋 势
超 启 发 式 算 法 v s . 传 统 启 发 式 算 法
本 科 生 进 行 科 研 的 优 势 和 选 题 的 要 点
基 于 地 理 标 注 照 片 的 社 会 化 语 义 理 解
基 于 地 理 标 注 照 片 的 旅 游 知 识 的 挖 掘
数 据 交 换 共 享 的 安 全 需 求 越 来 越 强 烈
基 于 仿 真 和 运 动 控 制 的 物 理 角 色 动 画
通 用 J a v a S c r i p t 库 的 不 足
自 行 创 建 J a v a S c r i p t 类 库
摩 尔 定 律 寿 命 还 有 多 长 ？
M D P S ： 可 快 捷 切 换 的 多 桌 面 系 统
异 构 平 台 图 像 传 输 协 议 的 设 计 和 优 化
时 序 分 析 （ t i m e s e r i e s
缘 起 ： 大 型 数 字 化 业 务 的 复 杂 性 爆 炸
独 立 维 度 、 平 行 融 入 的 安 全 基 础 设 施
大 规 模 弱 标 注 和 部 分 标 注 数 据 的 应 用
移 位 寄 存 器 中 抽 头 的 位 置 未 知 的 分 析
融 合 问 题 建 模 的 数 据 表 示 与 图 像 先 验
大 数 据 环 境 下 数 据 库 技 术 及 其 局 限 性
专 委 规 范 运 行 的 模 式 还 有 不 完 善 之 处
关 于 服 务 价 值 的 科 学 问 题 与 技 术 难 点
关 于 服 务 载 体 的 科 学 问 题 与 技 术 难 点
关 于 服 务 目 标 的 科 学 问 题 与 技 术 难 点
服 务 目 标 是 服 务 计 算 过 程 的 度 量 标 准
服 务 载 体 是 服 务 计 算 过 程 的 重 要 支 撑
我 国 网 络 空 间 安 全 技 能 竞 赛 组 织 现 状
R G P S 内 容 标 签 及 其 语 义 基 本 矢 量
网 络 理 论 与 多 智 能 体 系 统 的 融 合 研 究
“ 申 威 2 6 0 1 0 ” 异 构 众 核 处 理 器
首 次 设 计 实 现 世 界 领 先 的 众 核 处 理 器
首 先 ， 我 们 整 个 社 会 运 行 在 互 联 网 上
其 次 ， 大 安 全 时 代 ， 人 是 安 全 的 核 心
低 成 本 是 中 国 I T 技 术 的 核 心 竞 争 力
对 扩 大 应 用 和 中 国 计 算 机 企 业 的 影 响
定 义 3 ： 子 图 （ S u b g r a p h ）
D e C l o u d 集 成 方 法 与 软 件 平 台
用 户 主 导 的 数 据 服 务 组 合 与 智 能 演 化
系 统 运 行 环 境 的 可 扩 展 和 可 靠 性 保 障
关 于 网 络 存 储 系 统 I / O 性 能 的 研 究
未 来 数 据 管 理 主 体 将 从 企 业 转 向 个 人
学 会 应 该 在 社 会 发 展 中 发 挥 重 要 作 用
要 处 理 好 荣 誉 和 做 志 愿 者 二 者 的 关 系
集 成 电 路 技 术 开 始 迈 向 4 5 n m 工 艺
大 数 据 提 升 社 会 治 理 和 民 生 领 域 应 用
用 户 画 像 信 息 源 的 扩 展 以 及 隐 私 保 护
科 研 经 费 中 ， “ 人 ” 是 最 重 要 的 投 入
“ 棱 镜 ” 折 射 ： 技 术 失 衡 到 信 息 失 衡
即 时 通 讯 服 务 ： 群 雄 割 据 、 竞 争 激 烈
首 先 ， 知 识 并 不 能 直 接 获 得 科 研 成 果
最 后 ， 做 减 法 并 不 是 否 定 加 法 的 过 程
基 于 可 微 编 程 的 可 解 释 神 经 网 络 研 究
计 算 机 学 科 的 产 生 与 发 展 ： 学 科 交 叉
技 术 产 业 能 力 视 角 下 的 数 商 生 态 系 统
数 商 生 态 系 统 的 技 术 产 业 能 力 成 熟 度
数 商 生 态 视 角 下 的 大 数 据 十 大 关 键 词
创 新 ， 需 要 集 聚 “ M a k e ” 的 力 量
第 五 ， 研 究 方 法 缺 乏 验 证 或 验 证 不 足
基 于 B E R T 和 L S T M 的 模 型 框 架
2 0 1 7 年 中 国 大 数 据 发 展 趋 势 特 点
第 三 ， 政 策 法 规 的 动 力 和 规 范 作 用 。
深 度 学 习 是 否 遇 到 了 发 展 的 天 花 板 ？
将 具 备 更 加 良 好 的 可 配 置 和 可 伸 缩 性
先 从 应 用 互 联 和 行 业 云 / 私 有 云 做 起
有 “ C ” 才 有 “ X ” ， 根 深 才 能 叶 茂
“ 厚 基 础 、 强 实 践 、 个 性 化 ” 是 关 键
指 导 本 科 生 开 展 科 研 工 作 的 几 点 体 会
现 行 计 算 机 领 域 学 术 评 价 的 主 要 问 题
智 能 网 联 汽 车 车 内 网 络 体 系 结 构 演 化
S p i N N a k e r 智 能 计 算 系 统
基 于 D Y N A P 的 智 能 计 算 系 统
经 济 管 理 类 公 共 数 学 课 程 改 革 的 先 锋
实 践 驱 动 的 计 算 机 专 业 “ 金 课 ” 建 设
从 认 知 角 度 看 大 数 据 时 代 的 机 器 学 习
新 的 思 考 ： 关 于 学 科 交 叉 的 几 点 思 考
跨 界 服 务 的 资 源 整 合 模 型 与 计 算 方 法
其 他 与 中 文 信 息 处 理 相 关 的 国 际 评 测
频 谱 利 用 率 和 通 信 速 率 的 进 一 步 提 升
产 品 装 配 与 维 修 检 查 的 人 体 行 为 模 拟
各 位 Y O C S E F 委 员 、 各 位 代 表 ：
自 然 语 言 处 理 中 知 识 获 取 方 式 的 演 进
面 向 互 联 网 的 软 件 模 型 与 方 法 学 研 究
软 件 质 量 保 障 关 键 技 术 及 其 支 撑 工 具
挖 掘 现 存 的 、 可 利 用 的 M a s h u p
用 户 友 好 平 台 上 M a s h u p 的 构 建
新 冠 疫 情 背 景 下 的 区 域 风 险 评 估 模 型
情 境 感 知 的 需 求 元 建 模 框 架 R G P S
抗 恶 劣 环 境 计 算 机 技 术 发 展 趋 势 探 讨
开 源 细 粒 度 可 重 构 阵 列 的 硬 件 生 成 器
开 源 粗 粒 度 可 重 构 阵 列 的 硬 件 生 成 器
F s t 计 算 与 人 口 结 构 主 成 分 分 析
一 , 打 造 学 术 品 牌 ， 大 力 发 展 会 员 。
二 ， 建 立 分 层 次 的 会 员 联 络 微 信 群 。
人 、 机 、 物 形 态 的 转 化 和 属 性 的 共 通
I T 职 业 教 育 人 才 培 养 质 量 亟 待 提 升
2 D 时 代 （ 1 9 8 1 — 1 9 9 4 ）
3 D 时 代 Ⅱ （ 2 0 0 1 & 年 至 今 ）
时 尚 购 物 辅 助 — — 搜 索 、 推 荐 与 试 穿
推 荐 系 统 的 用 户 理 解 与 行 为 分 析 框 架
泛 在 性 是 否 有 定 量 的 性 能 评 价 方 法 ？
基 于 上 下 文 敏 感 信 息 的 多 级 特 征 提 取
科 技 界 要 应 对 大 数 据 带 来 的 技 术 挑 战
S D N 与 传 统 的 互 联 网 有 什 么 不 同 ？
面 向 软 硬 件 融 合 的 S k e t c h 研 究
挑 战 三 ： 大 数 据 处 理 与 增 量 计 算 问 题
挑 战 四 ： 多 样 性 与 精 确 性 的 两 难 困 境
挑 战 六 ： 用 户 行 为 模 式 的 挖 掘 和 利 用
分 类 器 网 络 的 B o o s t i n g 学 习
片 上 系 统 芯 片 的 测 试 架 构 及 标 准 协 议
智 算 中 心 是 智 慧 时 代 的 新 型 基 础 设 施
校 、 企 深 度 合 作 中 存 在 的 问 题 及 对 策
高 校 不 合 适 做 工 程 ， 适 合 做 技 术 探 索
与 写 作 相 关 的 人 工 智 能 技 术 有 哪 些 ？
离 机 器 人 写 小 说 的 那 一 天 还 有 多 远 ？
开 源 量 化 分 析 ： 从 理 解 到 改 进 和 推 荐
A n d r o i d 4 . 4 的 全 盘 加 密
A n d r o i d 5 . 0 的 全 盘 加 密
由 有 偏 见 的 人 创 造 的 “ 无 偏 见 ” 机 器
南 加 州 大 学 G a m e P i p e 实 验 室
面 向 自 适 应 和 自 组 织 系 统 的 软 件 工 程
与 S p a m A s s a s s i n 的 对 比
挑 战 之 一 大 规 模 并 行 程 序 设 计 问 题
年 轻 科 研 人 员 的 主 要 出 路 不 在 研 究 所
构 建 计 算 机 领 域 中 长 期 科 技 评 价 机 制
软 件 企 业 在 “ 双 开 ” 环 境 中 快 速 发 展
S o u r c e F o r g e 合 作 式 套 件
人 工 智 能 为 什 么 是 伦 理 的 研 究 对 象 ？
语 义 万 维 网 中 的 大 规 模 推 理 平 台 开 发
海 量 性 （ S c a l a b i l i t y ）
转 换 器 （ T r a n s f o r m e r ）
教 学 模 块 ： “ 喧 宾 夺 主 ” 的 附 加 环 节
动 态 发 展 的 道 德 准 则 能 否 用 边 界 刻 画
知 识 性 科 普 比 技 术 性 科 普 更 易 符 号 化
支 持 多 核 并 行 程 序 的 模 板 元 编 程 方 法
i V i S 作 为 全 球 知 识 集 成 的 驱 动 器
下 一 代 互 联 网 和 I P v 6 的 主 要 进 展
肺 部 组 织 / 病 灶 分 割 提 取 与 评 估 方 法
海 计 算 是 物 联 网 的 一 种 新 型 计 算 模 型
不 是 跨 不 跨 ， 是 在 哪 里 搭 桥 ， 怎 么 跨
操 作 视 角 ( O p e r a t i o n )
自 然 语 言 处 理 的 下 一 步 进 展 是 什 么 ？
演 示 现 场 ( D e m o s c e n e )
提 升 新 型 计 算 系 统 能 力 培 养 实 践 条 件
要 点 二 ： 定 义 概 念 是 分 析 问 题 的 基 础
开 放 环 境 下 的 软 件 可 信 保 障 面 临 挑 战
